Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
LID,-75.29686741,66.12933398,-99.65481637,LID-3,AIM_EGO_GYM_MOM_WAX_BOX_HUG,AIM-LID_EGO-LID_GYM-LID_LID-MOM_LID-WAX_BOX-LID_HUG-LID,AIM-LID-3_EGO-LID-3_GYM-LID-3_LID-MOM-3_LID-WAX-3_BOX-LID-4_HUG-LID-4,AIM-3_EGO-3_GYM-3_MOM-3_WAX-3_BOX-4_HUG-4,1,inner,left
LIE,25.37320059,-71.04085602,52.34109163,LIE-13_LIE-11_LIE-14,COW_EAR_FAX_GIG_JAM_ZOO_HOT_ZAP_OLD_TAU_PIG_EVE_LAW,COW-LIE_EAR-LIE_FAX-LIE_GIG-LIE_JAM-LIE_LIE-ZOO_HOT-LIE_LIE-ZAP_LIE-OLD_LIE-TAU_LIE-PIG_EVE-LIE_LAW-LIE,COW-LIE-11_EAR-LIE-11_FAX-LIE-11_LIE-ZOO-11_JAM-LIE-13_HOT-LIE-13_LIE-ZAP-13_LIE-PIG-13_GIG-LIE-14_LIE-OLD-14_LIE-TAU-14_EVE-LIE-14_LAW-LIE-14,COW-11_EAR-11_FAX-11_ZOO-11_JAM-13_HOT-13_ZAP-13_PIG-13_GIG-14_OLD-14_TAU-14_EVE-14_LAW-14,0,inner,right
SIP,-28.66803741,143.011165,-69.18081237,SIP-3,GUT_HEX_MAY_RUM_WAX,GUT-SIP_HEX-SIP_MAY-SIP_RUM-SIP_SIP-WAX,GUT-SIP-3_HEX-SIP-3_MAY-SIP-3_RUM-SIP-3_SIP-WAX-3,GUT-3_HEX-3_MAY-3_RUM-3_WAX-3,1,inner,left
BOY,108.4197686,11.93373498,-68.75523137,BOY-2,BAH_FOX_ETA_TAG_CIS_ORC,BAH-BOY_BOY-FOX_BOY-ETA_BOY-TAG_BOY-CIS_BOY-ORC,BAH-BOY-2_BOY-FOX-2_BOY-ETA-2_BOY-TAG-2_BOY-CIS-2_BOY-ORC-2,BAH-2_FOX-2_ETA-2_TAG-2_CIS-2_ORC-2,0,outer,right
PAY,104.2987506,-39.62004702,-34.32920937,PAY-8,ETA_JAR_LUG_TUX_WHY_WIN,ETA-PAY_JAR-PAY_LUG-PAY_PAY-TUX_PAY-WHY_PAY-WIN,ETA-PAY-8_JAR-PAY-8_LUG-PAY-8_PAY-TUX-8_PAY-WHY-8_PAY-WIN-8,ETA-8_JAR-8_LUG-8_TUX-8_WHY-8_WIN-8,0,outer,right
AGE,-90.54446141,-39.40249202,-41.39540837,AGE-9,KIT_BED_CHI_DOG_COY_BAR_SIR_ONO_ELK_CUP,AGE-KIT_AGE-BED_AGE-CHI_AGE-DOG_AGE-COY_AGE-BAR_AGE-SIR_AGE-ONO_AGE-ELK_AGE-CUP,AGE-KIT-9_AGE-BED-9_AGE-CHI-9_AGE-DOG-9_AGE-COY-9_AGE-BAR-9_AGE-SIR-9_AGE-ONO-9_AGE-ELK-9_AGE-CUP-9,KIT-9_BED-9_CHI-9_DOG-9_COY-9_BAR-9_SIR-9_ONO-9_ELK-9_CUP-4,0,inner,left
OAK,18.45301759,-148.691116,-31.06690737,OAK-10,CAB_DAD_FOR_GET_ROB,CAB-OAK_DAD-OAK_FOR-OAK_GET-OAK_OAK-ROB,CAB-OAK-10_DAD-OAK-10_FOR-OAK-10_GET-OAK-10_OAK-ROB-10,CAB-10_DAD-10_FOR-10_GET-10_ROB-10,1,outer,right
EON,62.85992059,51.31187898,48.11208163,EON-7,ACE_AHI_BRO_YES_WET_POP_NIL_TOY,ACE-EON_AHI-EON_BRO-EON_EON-YES_EON-WET_EON-POP_EON-NIL_EON-TOY,ACE-EON-7_AHI-EON-7_BRO-EON-7_EON-YES-7_EON-WET-7_EON-POP-7_EON-NIL-7_EON-TOY-7,ACE-7_AHI-7_BRO-7_YES-7_WET-7_POP-7_NIL-7_TOY-7,0,outer,right
MIX,-82.31358541,116.370628,-59.92703137,MIX-3,AGO_AIM_ALA_GUT_HEX_MOM_OAR_WAX,AGO-MIX_AIM-MIX_ALA-MIX_GUT-MIX_HEX-MIX_MIX-MOM_MIX-OAR_MIX-WAX,AGO-MIX-3_AIM-MIX-3_ALA-MIX-3_GUT-MIX-3_HEX-MIX-3_MIX-MOM-3_MIX-OAR-3_MIX-WAX-3,AGO-3_AIM-3_ALA-3_GUT-3_HEX-3_MOM-3_OAR-3_WAX-3,0,outer,left
EGO,-99.14678941,74.90171698,-80.80211637,EGO-3,AIM_GYM_MOM_LID_OAR_BOX,AIM-EGO_EGO-GYM_EGO-MOM_EGO-LID_EGO-OAR_BOX-EGO,AIM-EGO-3_EGO-GYM-3_EGO-MOM-3_EGO-LID-3_EGO-OAR-3_BOX-EGO-4,AIM-3_GYM-3_MOM-3_LID-3_OAR-3_BOX-4,0,outer,left
OAR,-102.5536564,87.41918798,-42.43610337,OAR-3,AGO_EGO_FLY_GYM_MIX_MOM_TAX_ZIG,AGO-OAR_EGO-OAR_FLY-OAR_GYM-OAR_MIX-OAR_MOM-OAR_OAR-TAX_OAR-ZIG,AGO-OAR-3_EGO-OAR-3_FLY-OAR-3_GYM-OAR-3_MIX-OAR-3_MOM-OAR-3_OAR-TAX-3_OAR-ZIG-3,AGO-3_EGO-3_FLY-3_GYM-3_MIX-3_MOM-3_TAX-3_ZIG-4,0,outer,left
BOA,-4.902155406,113.990935,32.01739663,BOA-5,ADO_REF_WAR_SHY_NAY_HOW,ADO-BOA_BOA-REF_BOA-WAR_BOA-SHY_BOA-NAY_BOA-HOW,ADO-BOA-5_BOA-REF-5_BOA-WAR-5_BOA-SHY-5_BOA-NAY-5_BOA-HOW-5,ADO-5_REF-5_WAR-5_SHY-5_NAY-5_HOW-5,0,outer,mid
NAY,-14.06673741,88.98864298,50.76425863,NAY-5,ADO_BOA_FUN_JOB_PLY_REF,ADO-NAY_BOA-NAY_FUN-NAY_JOB-NAY_NAY-PLY_NAY-REF,ADO-NAY-5_BOA-NAY-5_FUN-NAY-5_JOB-NAY-5_NAY-PLY-5_NAY-REF-5,ADO-5_BOA-5_FUN-5_JOB-5_PLY-5_REF-5,0,outer,left
EGG,4.830568594,-149.573482,21.92542263,EGG-10,ALL_DAD_RUG_PIG_FOR_MOO,ALL-EGG_DAD-EGG_EGG-RUG_EGG-PIG_EGG-FOR_EGG-MOO,ALL-EGG-10_DAD-EGG-10_EGG-RUG-10_EGG-PIG-10_EGG-FOR-10_EGG-MOO-10,ALL-10_DAD-10_RUG-10_PIG-10_FOR-10_MOO-10,0,outer,mid
SAW,77.17590359,-85.93446502,-36.31063437,SAW-8,AMP_HAY_JAR_PHI_TAR_SEX_YAY_WHY,AMP-SAW_HAY-SAW_JAR-SAW_PHI-SAW_SAW-TAR_SAW-SEX_SAW-YAY_SAW-WHY,AMP-SAW-8_HAY-SAW-8_JAR-SAW-8_PHI-SAW-8_SAW-TAR-8_SAW-SEX-8_SAW-YAY-8_SAW-WHY-8,AMP-8_HAY-8_JAR-8_PHI-8_TAR-8_SEX-8_YAY-8_WHY-8,0,outer,right
TAT,-57.91414741,-66.76327302,-74.08673237,TAT-9,COP_ELK_ONO_SIR_USE,COP-TAT_ELK-TAT_ONO-TAT_SIR-TAT_TAT-USE,COP-TAT-9_ELK-TAT-9_ONO-TAT-9_SIR-TAT-9_TAT-USE-9,COP-9_ELK-9_ONO-9_SIR-9_USE-9,1,inner,left
SPY,57.90937859,124.876711,-41.34419237,SPY-1,BIO_ELF_GUN_JOY_LEG_NIX_NOM_OVA_PIE_RAD_RAW_WHO,BIO-SPY_ELF-SPY_GUN-SPY_JOY-SPY_LEG-SPY_NIX-SPY_NOM-SPY_OVA-SPY_PIE-SPY_RAD-SPY_RAW-SPY_SPY-WHO,BIO-SPY-1_ELF-SPY-1_GUN-SPY-1_JOY-SPY-1_LEG-SPY-1_NIX-SPY-1_NOM-SPY-1_OVA-SPY-1_PIE-SPY-1_RAD-SPY-1_RAW-SPY-1_SPY-WHO-1,BIO-1_ELF-1_GUN-1_JOY-1_LEG-1_NIX-1_NOM-1_OVA-1_PIE-1_RAD-1_RAW-1_WHO-1,0,inner,right
RAD,45.56589559,135.015985,-17.33008237,RAD-1,BIO_ELF_GAL_OVA_PIE_SPY,BIO-RAD_ELF-RAD_GAL-RAD_OVA-RAD_PIE-RAD_RAD-SPY,BIO-RAD-1_ELF-RAD-1_GAL-RAD-1_OVA-RAD-1_PIE-RAD-1_RAD-SPY-1,BIO-1_ELF-1_GAL-1_OVA-1_PIE-1_SPY-1,0,outer,right
ACE,82.95430959,41.79066798,19.02546163,ACE-7,WET_BRO_EYE_IVY_FIX_YES_SUN_POP_EON_NOM_HIT_DUI,ACE-WET_ACE-BRO_ACE-EYE_ACE-IVY_ACE-FIX_ACE-YES_ACE-SUN_ACE-POP_ACE-EON_ACE-NOM_ACE-HIT_ACE-DUI,ACE-WET-7_ACE-BRO-7_ACE-EYE-7_ACE-IVY-7_ACE-FIX-7_ACE-YES-7_ACE-SUN-7_ACE-POP-7_ACE-EON-7_ACE-NOM-7_ACE-HIT-7_ACE-DUI-7,WET-7_BRO-7_EYE-7_IVY-7_FIX-7_YES-7_SUN-7_POP-7_EON-7_NOM-7_HIT-7_DUI-2,0,inner,right
TAR,68.02249859,-76.41374802,-8.592402372,TAR-8_TAR-11,JAR_KEG_LUG_PHI_SAW_SEX_WHY_YAY_COW_EAR_WAS,JAR-TAR_KEG-TAR_LUG-TAR_PHI-TAR_SAW-TAR_SEX-TAR_TAR-WHY_TAR-YAY_COW-TAR_EAR-TAR_TAR-WAS,KEG-TAR-11_LUG-TAR-11_PHI-TAR-11_COW-TAR-11_EAR-TAR-11_TAR-WAS-11_JAR-TAR-8_SAW-TAR-8_SEX-TAR-8_TAR-WHY-8_TAR-YAY-8,KEG-11_LUG-11_PHI-11_COW-11_EAR-11_WAS-11_JAR-8_SAW-8_SEX-8_WHY-8_YAY-8,0,inner,right
JOY,84.05906559,108.367809,-32.10448937,JOY-1,BIO_GUN_NOM_SPY_RAW_DIG,BIO-JOY_GUN-JOY_JOY-NOM_JOY-SPY_JOY-RAW_DIG-JOY,BIO-JOY-1_GUN-JOY-1_JOY-NOM-1_JOY-SPY-1_JOY-RAW-1_DIG-JOY-2,BIO-1_GUN-1_NOM-1_SPY-1_RAW-1_DIG-2,0,outer,right
PRO,-20.54790941,-114.716143,50.09094763,PRO-13,GOO_HOT_PIG_ZAP_YAK_ALL,GOO-PRO_HOT-PRO_PIG-PRO_PRO-ZAP_PRO-YAK_ALL-PRO,GOO-PRO-13_HOT-PRO-13_PIG-PRO-13_PRO-ZAP-13_PRO-YAK-13_ALL-PRO-10,GOO-13_HOT-13_PIG-13_ZAP-13_YAK-13_ALL-10,0,outer,left
PAW,-113.3547044,18.42387798,-36.97350437,PAW-4,BED_CUP_DAY_DOG_GYM_SAY_ZIG_VAN,BED-PAW_CUP-PAW_DAY-PAW_DOG-PAW_GYM-PAW_PAW-SAY_PAW-ZIG_PAW-VAN,BED-PAW-4_CUP-PAW-4_DAY-PAW-4_DOG-PAW-4_GYM-PAW-4_PAW-SAY-4_PAW-ZIG-4_PAW-VAN-4,BED-4_CUP-4_DAY-4_DOG-4_GYM-4_SAY-4_ZIG-4_VAN-4,0,outer,left
TAX,-96.35106441,69.70448498,-14.31714737,TAX-4_TAX-3,AGO_FLY_GYM_MOM_OAR_OIL_DAY_GIN_SAY_WIZ_ZIG_VOW,AGO-TAX_FLY-TAX_GYM-TAX_MOM-TAX_OAR-TAX_OIL-TAX_DAY-TAX_GIN-TAX_SAY-TAX_TAX-WIZ_TAX-ZIG_TAX-VOW,AGO-TAX-3_FLY-TAX-3_MOM-TAX-3_OAR-TAX-3_OIL-TAX-3_GYM-TAX-4_DAY-TAX-4_GIN-TAX-4_SAY-TAX-4_TAX-WIZ-4_TAX-ZIG-4_TAX-VOW-4,AGO-3_FLY-3_MOM-3_OAR-3_OIL-3_GYM-4_DAY-4_GIN-4_SAY-4_WIZ-4_ZIG-4_VOW-6,0,inner,left
PIE,18.90968059,136.201273,-30.11467737,PIE-1,ELF_GAL_HOW_NIX_OVA_RAD_SPY_RUM,ELF-PIE_GAL-PIE_HOW-PIE_NIX-PIE_OVA-PIE_PIE-RAD_PIE-SPY_PIE-RUM,ELF-PIE-1_GAL-PIE-1_HOW-PIE-1_NIX-PIE-1_OVA-PIE-1_PIE-RAD-1_PIE-SPY-1_PIE-RUM-1,ELF-1_GAL-1_HOW-1_NIX-1_OVA-1_RAD-1_SPY-1_RUM-5,1,inner,right
SAD,-46.30678341,-142.987594,11.08167163,SAD-10,ALL_GOO_HIP_RUG_WOW_KEY,ALL-SAD_GOO-SAD_HIP-SAD_RUG-SAD_SAD-WOW_KEY-SAD,ALL-SAD-10_GOO-SAD-10_HIP-SAD-10_RUG-SAD-10_SAD-WOW-10_KEY-SAD-9,ALL-10_GOO-10_HIP-10_RUG-10_WOW-10_KEY-9,0,outer,left
RAW,76.51529459,115.720687,-61.04676337,RAW-1,FRO_GUN_JOY_LEG_SPY_WHO,FRO-RAW_GUN-RAW_JOY-RAW_LEG-RAW_RAW-SPY_RAW-WHO,FRO-RAW-1_GUN-RAW-1_JOY-RAW-1_LEG-RAW-1_RAW-SPY-1_RAW-WHO-1,FRO-1_GUN-1_JOY-1_LEG-1_SPY-1_WHO-1,0,outer,right
SAY,-108.8266474,31.44797198,-6.289134372,SAY-4,BED_DAY_GIN_ICE_PAW_TAX_WIZ_ZIG,BED-SAY_DAY-SAY_GIN-SAY_ICE-SAY_PAW-SAY_SAY-TAX_SAY-WIZ_SAY-ZIG,BED-SAY-4_DAY-SAY-4_GIN-SAY-4_ICE-SAY-4_PAW-SAY-4_SAY-TAX-4_SAY-WIZ-4_SAY-ZIG-4,BED-4_DAY-4_GIN-4_ICE-4_PAW-4_TAX-4_WIZ-4_ZIG-4,0,outer,left
TAG,101.8871626,36.89463698,-54.28216537,TAG-2,ASK_BOY_CIS_DUI_ETA_FOX_GUN_IVY_OFF_ORC_SKY_TUB,ASK-TAG_BOY-TAG_CIS-TAG_DUI-TAG_ETA-TAG_FOX-TAG_GUN-TAG_IVY-TAG_OFF-TAG_ORC-TAG_SKY-TAG_TAG-TUB,ASK-TAG-2_BOY-TAG-2_CIS-TAG-2_DUI-TAG-2_ETA-TAG-2_FOX-TAG-2_GUN-TAG-2_IVY-TAG-2_OFF-TAG-2_ORC-TAG-2_SKY-TAG-2_TAG-TUB-2,ASK-2_BOY-2_CIS-2_DUI-2_ETA-2_FOX-2_GUN-2_IVY-2_OFF-2_ORC-2_SKY-2_TUB-2,0,inner,right
DRY,-56.95802341,99.52146798,25.78648963,DRY-5,OIL_VOW_REF_SHY_FLY_FUN,DRY-OIL_DRY-VOW_DRY-REF_DRY-SHY_DRY-FLY_DRY-FUN,DRY-OIL-5_DRY-VOW-5_DRY-REF-5_DRY-SHY-5_DRY-FLY-5_DRY-FUN-5,OIL-5_VOW-5_REF-5_SHY-5_FLY-5_FUN-5,0,outer,left
RIB,0.777001594,-2.205857017,78.78930963,RIB-6_RIB-14,ERA_FOG_JUG_SOY_IRE_LAW,ERA-RIB_FOG-RIB_JUG-RIB_RIB-SOY_IRE-RIB_LAW-RIB,ERA-RIB-14_FOG-RIB-14_IRE-RIB-14_LAW-RIB-14_JUG-RIB-6_RIB-SOY-6,ERA-14_FOG-14_IRE-14_LAW-14_JUG-6_SOY-6,0,outer,mid
TUX,108.4933236,-15.46935902,-22.75135137,TUX-2_TUX-8,ETA_FOX_IVY_LUG_PAY_GAS,ETA-TUX_FOX-TUX_IVY-TUX_LUG-TUX_PAY-TUX_GAS-TUX,ETA-TUX-2_FOX-TUX-2_IVY-TUX-2_LUG-TUX-8_PAY-TUX-8_GAS-TUX-11,ETA-2_FOX-2_IVY-2_LUG-8_PAY-8_GAS-11,0,outer,right
OFF,79.07137459,60.63561298,-81.79092937,OFF-2,ASK_CIS_GUN_TAG_ORC_FRO_WHO,ASK-OFF_CIS-OFF_GUN-OFF_OFF-TAG_OFF-ORC_FRO-OFF_OFF-WHO,ASK-OFF-2_CIS-OFF-2_GUN-OFF-2_OFF-TAG-2_OFF-ORC-2_FRO-OFF-1_OFF-WHO-2,ASK-2_CIS-2_GUN-2_TAG-2_ORC-2_FRO-1_WHO-1,1,inner,right
HAM,-78.12024741,6.428795983,43.02018763,HAM-6,ACT_DUH_GIN_NAN_LAX_ZZZ_ICE_ASH,ACT-HAM_DUH-HAM_GIN-HAM_HAM-NAN_HAM-LAX_HAM-ZZZ_HAM-ICE_ASH-HAM,ACT-HAM-6_DUH-HAM-6_GIN-HAM-6_HAM-NAN-6_HAM-LAX-6_HAM-ZZZ-6_HAM-ICE-6_ASH-HAM-12,ACT-6_DUH-6_GIN-6_NAN-6_LAX-6_ZZZ-6_ICE-6_ASH-12,0,outer,left
CHI,-102.5418844,-38.04451102,-16.48294537,CHI-9,AGE_BED_COY_DOG_KIT_MAD,AGE-CHI_BED-CHI_CHI-COY_CHI-DOG_CHI-KIT_CHI-MAD,AGE-CHI-9_BED-CHI-9_CHI-COY-9_CHI-DOG-9_CHI-KIT-9_CHI-MAD-9,AGE-9_BED-9_COY-9_DOG-9_KIT-9_MAD-12,0,outer,left
FIX,74.09911959,-9.163696017,23.39753763,FIX-7_FIX-11,ACE_EYE_MAC_POP_IVY_YES_AIR_COW_ODD_GAS_GIG_LUG,ACE-FIX_EYE-FIX_FIX-MAC_FIX-POP_FIX-IVY_FIX-YES_AIR-FIX_COW-FIX_FIX-ODD_FIX-GAS_FIX-GIG_FIX-LUG,FIX-MAC-11_AIR-FIX-11_COW-FIX-11_FIX-ODD-11_FIX-GAS-11_FIX-GIG-11_FIX-LUG-11_ACE-FIX-7_EYE-FIX-7_FIX-POP-7_FIX-IVY-7_FIX-YES-7,MAC-11_AIR-11_COW-11_ODD-11_GAS-11_GIG-11_LUG-11_ACE-7_EYE-7_POP-7_IVY-7_YES-7,0,inner,right
JAR,84.01051459,-54.19003002,-46.44022937,JAR-8,BAM_ETA_HAY_TAR_WIN_PAY_LUG_YAY_WHY_SAW,BAM-JAR_ETA-JAR_HAY-JAR_JAR-TAR_JAR-WIN_JAR-PAY_JAR-LUG_JAR-YAY_JAR-WHY_JAR-SAW,BAM-JAR-8_ETA-JAR-8_HAY-JAR-8_JAR-TAR-8_JAR-WIN-8_JAR-PAY-8_JAR-LUG-8_JAR-YAY-8_JAR-WHY-8_JAR-SAW-8,BAM-8_ETA-8_HAY-8_TAR-8_WIN-8_PAY-8_LUG-8_YAY-8_WHY-8_SAW-8,0,inner,right
GIG,41.95506859,-21.83033602,51.21567163,GIG-14_GIG-11,AIR_COW_FAX_FIX_LIE_MAC_ERA_EVE_IRE_LAW_YES,AIR-GIG_COW-GIG_FAX-GIG_FIX-GIG_GIG-LIE_GIG-MAC_ERA-GIG_EVE-GIG_GIG-IRE_GIG-LAW_GIG-YES,AIR-GIG-11_COW-GIG-11_FAX-GIG-11_FIX-GIG-11_GIG-MAC-11_GIG-LIE-14_ERA-GIG-14_EVE-GIG-14_GIG-IRE-14_GIG-LAW-14_GIG-YES-14,AIR-11_COW-11_FAX-11_FIX-11_MAC-11_LIE-14_ERA-14_EVE-14_IRE-14_LAW-14_YES-7,0,inner,right
ZIG,-112.1824644,49.38235198,-30.73944437,ZIG-4,DAY_GYM_PAW_SAY_TAX_OAR,DAY-ZIG_GYM-ZIG_PAW-ZIG_SAY-ZIG_TAX-ZIG_OAR-ZIG,DAY-ZIG-4_GYM-ZIG-4_PAW-ZIG-4_SAY-ZIG-4_TAX-ZIG-4_OAR-ZIG-3,DAY-4_GYM-4_PAW-4_SAY-4_TAX-4_OAR-3,0,outer,left
JAM,30.08529959,-105.085851,49.11054163,JAM-13_JAM-11,EAR_ZOO_LIE_HOT_PIG_MOO,EAR-JAM_JAM-ZOO_JAM-LIE_HOT-JAM_JAM-PIG_JAM-MOO,EAR-JAM-11_JAM-ZOO-11_JAM-LIE-13_HOT-JAM-13_JAM-PIG-13_JAM-MOO-13,EAR-11_ZOO-11_LIE-13_HOT-13_PIG-13_MOO-10,0,outer,right
FIG,-68.95094441,-94.26845802,33.62420063,FIG-12,ART_BUG_KEY_GOO_NOR_YAK,ART-FIG_BUG-FIG_FIG-KEY_FIG-GOO_FIG-NOR_FIG-YAK,ART-FIG-12_BUG-FIG-12_FIG-KEY-12_FIG-GOO-12_FIG-NOR-12_FIG-YAK-12,ART-12_BUG-12_KEY-12_GOO-12_NOR-12_YAK-12,0,outer,left
WET,55.73786259,71.53245898,30.98683663,WET-1_WET-7,ARM_DUB_ELF_NOM_ACE_BRO_EON_NIL_TOY_YES_ADO,ARM-WET_DUB-WET_ELF-WET_NOM-WET_ACE-WET_BRO-WET_EON-WET_NIL-WET_TOY-WET_WET-YES_ADO-WET,ARM-WET-1_DUB-WET-1_ELF-WET-1_NOM-WET-7_ACE-WET-7_BRO-WET-7_EON-WET-7_NIL-WET-7_TOY-WET-7_WET-YES-7_ADO-WET-5,ARM-1_DUB-1_ELF-1_NOM-7_ACE-7_BRO-7_EON-7_NIL-7_TOY-7_YES-7_ADO-5,0,inner,right
GIN,-90.01991741,31.45906698,17.70368663,GIN-6_GIN-4,BED_DAY_WIZ_SAY_TAX_ICE_NAN_LAX_ZZZ_VOW_HAM,BED-GIN_DAY-GIN_GIN-WIZ_GIN-SAY_GIN-TAX_GIN-ICE_GIN-NAN_GIN-LAX_GIN-ZZZ_GIN-VOW_GIN-HAM,BED-GIN-4_DAY-GIN-4_GIN-WIZ-4_GIN-SAY-4_GIN-TAX-4_GIN-ICE-6_GIN-NAN-6_GIN-LAX-6_GIN-ZZZ-6_GIN-VOW-6_GIN-HAM-6,BED-4_DAY-4_WIZ-4_SAY-4_TAX-4_ICE-6_NAN-6_LAX-6_ZZZ-6_VOW-6_HAM-6,0,inner,left
